Date,ADS_Index
1970:01:28,-1.46577
1970:01:29,-1.42436
1970:01:30,-1.38047
1970:01:31,-1.3341
1970:02:01,-1.28523
1970:02:02,-1.23771
1970:02:03,-1.19154
1970:02:04,-1.1467
1970:02:05,-1.10317
1970:02:06,-1.06095
1970:02:07,-1.02001
1970:02:08,-0.980356
1970:02:09,-0.942265
1970:02:10,-0.905729
1970:02:11,-0.870737
1970:02:12,-0.837279
1970:02:13,-0.805343
1970:02:14,-0.77492
1970:02:15,-0.746
1970:02:16,-0.718673
1970:02:17,-0.692929
1970:02:18,-0.66876
1970:02:19,-0.64616
1970:02:20,-0.625121
1970:02:21,-0.605635
1970:02:22,-0.587698
1970:02:23,-0.572863
1970:02:24,-0.561125
1970:02:25,-0.55248
1970:02:26,-0.546925
1970:02:27,-0.544459
1970:02:28,-0.545082
1970:03:01,-0.548792
1970:03:02,-0.552695
1970:03:03,-0.55679
1970:03:04,-0.56108
1970:03:05,-0.565566
1970:03:06,-0.57025
1970:03:07,-0.575132
1970:03:08,-0.580214
1970:03:09,-0.585973
1970:03:10,-0.592411
1970:03:11,-0.599529
1970:03:12,-0.607331
1970:03:13,-0.615818
1970:03:14,-0.624993
1970:03:15,-0.634859
1970:03:16,-0.646139
1970:03:17,-0.658837
1970:03:18,-0.672957
1970:03:19,-0.688503
1970:03:20,-0.70548
1970:03:21,-0.723893
1970:03:22,-0.743749
1970:03:23,-0.76422
1970:03:24,-0.785314
1970:03:25,-0.807037
1970:03:26,-0.829396
1970:03:27,-0.852397
1970:03:28,-0.876049
1970:03:29,-0.900358
1970:03:30,-0.926016
1970:03:31,-0.95303
1970:04:01,-0.981409
1970:04:02,-1.00891
1970:04:03,-1.03555
1970:04:04,-1.06133
1970:04:05,-1.08626
1970:04:06,-1.10879
1970:04:07,-1.12893
1970:04:08,-1.14668
1970:04:09,-1.16205
1970:04:10,-1.17505
1970:04:11,-1.18567
1970:04:12,-1.19393
1970:04:13,-1.19811
1970:04:14,-1.19822
1970:04:15,-1.19426
1970:04:16,-1.18622
1970:04:17,-1.1741
1970:04:18,-1.15791
1970:04:19,-1.13763
1970:04:20,-1.1174
1970:04:21,-1.0972
1970:04:22,-1.07705
1970:04:23,-1.05693
1970:04:24,-1.03682
1970:04:25,-1.01674
1970:04:26,-0.996665
1970:04:27,-0.976159
1970:04:28,-0.955215
1970:04:29,-0.933826
1970:04:30,-0.911985
1970:05:01,-0.889685
1970:05:02,-0.868265
1970:05:03,-0.847719
1970:05:04,-0.828088
1970:05:05,-0.809366
1970:05:06,-0.791546
1970:05:07,-0.774624
1970:05:08,-0.758593
1970:05:09,-0.74345
1970:05:10,-0.729188
1970:05:11,-0.715768
1970:05:12,-0.703185
1970:05:13,-0.691435
1970:05:14,-0.680514
1970:05:15,-0.67042
1970:05:16,-0.661149
1970:05:17,-0.652697
1970:05:18,-0.644714
1970:05:19,-0.637197
1970:05:20,-0.630143
1970:05:21,-0.62355
1970:05:22,-0.617417
1970:05:23,-0.61174
1970:05:24,-0.606519
1970:05:25,-0.601214
1970:05:26,-0.595824
1970:05:27,-0.590345
1970:05:28,-0.584778
1970:05:29,-0.57912
1970:05:30,-0.573369
1970:05:31,-0.567523
1970:06:01,-0.561795
1970:06:02,-0.555604
1970:06:03,-0.548946
1970:06:04,-0.541821
1970:06:05,-0.534227
1970:06:06,-0.52616
1970:06:07,-0.517618
1970:06:08,-0.508726
1970:06:09,-0.499483
1970:06:10,-0.489884
1970:06:11,-0.479928
1970:06:12,-0.46961
1970:06:13,-0.458928
1970:06:14,-0.447878
1970:06:15,-0.436406
1970:06:16,-0.424508
1970:06:17,-0.41218
1970:06:18,-0.39942
1970:06:19,-0.386222
1970:06:20,-0.372582
1970:06:21,-0.358497
1970:06:22,-0.344087
1970:06:23,-0.329349
1970:06:24,-0.314278
1970:06:25,-0.298868
1970:06:26,-0.283116
1970:06:27,-0.267015
1970:06:28,-0.250562
1970:06:29,-0.23415
1970:06:30,-0.217775
1970:07:01,-0.201431
1970:07:02,-0.186909
1970:07:03,-0.174205
1970:07:04,-0.163314
1970:07:05,-0.154234
1970:07:06,-0.145842
1970:07:07,-0.138135
1970:07:08,-0.13111
1970:07:09,-0.124767
1970:07:10,-0.119102
1970:07:11,-0.114113
1970:07:12,-0.1098
1970:07:13,-0.106368
1970:07:14,-0.103817
1970:07:15,-0.102145
1970:07:16,-0.101353
1970:07:17,-0.101439
1970:07:18,-0.102404
1970:07:19,-0.104248
1970:07:20,-0.107553
1970:07:21,-0.112321
1970:07:22,-0.118552
1970:07:23,-0.126249
1970:07:24,-0.135414
1970:07:25,-0.14605
1970:07:26,-0.15816
1970:07:27,-0.172628
1970:07:28,-0.189458
1970:07:29,-0.208654
1970:07:30,-0.230224
1970:07:31,-0.254174
1970:08:01,-0.280512
1970:08:02,-0.307685
1970:08:03,-0.334359
1970:08:04,-0.360542
1970:08:05,-0.386242
1970:08:06,-0.411466
1970:08:07,-0.436224
1970:08:08,-0.460522
1970:08:09,-0.484369
1970:08:10,-0.506474
1970:08:11,-0.526845
1970:08:12,-0.545488
1970:08:13,-0.562409
1970:08:14,-0.577612
1970:08:15,-0.591104
1970:08:16,-0.602887
1970:08:17,-0.614333
1970:08:18,-0.625445
1970:08:19,-0.636227
1970:08:20,-0.646681
1970:08:21,-0.656812
1970:08:22,-0.666622
1970:08:23,-0.676114
1970:08:24,-0.685703
1970:08:25,-0.695392
1970:08:26,-0.705184
1970:08:27,-0.715081
1970:08:28,-0.725088
1970:08:29,-0.735206
1970:08:30,-0.74544
1970:08:31,-0.754318
1970:09:01,-0.761842
1970:09:02,-0.770572
1970:09:03,-0.780509
1970:09:04,-0.791656
1970:09:05,-0.804018
1970:09:06,-0.817597
1970:09:07,-0.835043
1970:09:08,-0.85636
1970:09:09,-0.881555
1970:09:10,-0.910637
1970:09:11,-0.943614
1970:09:12,-0.980497
1970:09:13,-1.0213
1970:09:14,-1.06317
1970:09:15,-1.10612
1970:09:16,-1.15016
1970:09:17,-1.19532
1970:09:18,-1.2416
1970:09:19,-1.28902
1970:09:20,-1.3376
1970:09:21,-1.38847
1970:09:22,-1.44165
1970:09:23,-1.49716
1970:09:24,-1.55503
1970:09:25,-1.61525
1970:09:26,-1.67786
1970:09:27,-1.74288
1970:09:28,-1.80996
1970:09:29,-1.87912
1970:09:30,-1.9504
1970:10:01,-2.02379
1970:10:02,-2.09234
1970:10:03,-2.15604
1970:10:04,-2.21493
1970:10:05,-2.27086
1970:10:06,-2.32385
1970:10:07,-2.3739
1970:10:08,-2.42105
1970:10:09,-2.4653
1970:10:10,-2.50667
1970:10:11,-2.54517
1970:10:12,-2.57952
1970:10:13,-2.60973
1970:10:14,-2.63581
1970:10:15,-2.65778
1970:10:16,-2.67562
1970:10:17,-2.68936
1970:10:18,-2.699
1970:10:19,-2.70503
1970:10:20,-2.70745
1970:10:21,-2.70628
1970:10:22,-2.7015
1970:10:23,-2.69312
1970:10:24,-2.68114
1970:10:25,-2.66554
1970:10:26,-2.64627
1970:10:27,-2.62333
1970:10:28,-2.59671
1970:10:29,-2.5664
1970:10:30,-2.53239
1970:10:31,-2.49466
1970:11:01,-2.45322
1970:11:02,-2.40849
1970:11:03,-2.36045
1970:11:04,-2.30909
1970:11:05,-2.2544
1970:11:06,-2.19636
1970:11:07,-2.13495
1970:11:08,-2.07015
1970:11:09,-2.00328
1970:11:10,-1.93431
1970:11:11,-1.86321
1970:11:12,-1.78998
1970:11:13,-1.71459
1970:11:14,-1.637
1970:11:15,-1.5572
1970:11:16,-1.47413
1970:11:17,-1.38777
1970:11:18,-1.29807
1970:11:19,-1.20502
1970:11:20,-1.10859
1970:11:21,-1.00875
1970:11:22,-0.905456
1970:11:23,-0.797558
1970:11:24,-0.685018
1970:11:25,-0.567801
1970:11:26,-0.44587
1970:11:27,-0.319187
1970:11:28,-0.187712
1970:11:29,-0.0514029
1970:11:30,0.0875772
1970:12:01,0.229272
1970:12:02,0.363866
1970:12:03,0.491402
1970:12:04,0.611918
1970:12:05,0.725454
1970:12:06,0.832045
1970:12:07,0.932999
1970:12:08,1.02835
1970:12:09,1.11812
1970:12:10,1.20235
1970:12:11,1.28106
1970:12:12,1.35427
1970:12:13,1.42201
1970:12:14,1.48368
1970:12:15,1.5393
1970:12:16,1.58887
1970:12:17,1.63243
1970:12:18,1.66998
1970:12:19,1.70154
1970:12:20,1.72711
1970:12:21,1.74892
1970:12:22,1.76698
1970:12:23,1.78128
1970:12:24,1.79185
1970:12:25,1.79867
1970:12:26,1.80175
1970:12:27,1.80109
1970:12:28,1.79448
1970:12:29,1.78191
1970:12:30,1.76338
1970:12:31,1.73887
1971:01:01,1.70839
1971:01:02,1.67706
1971:01:03,1.64485
1971:01:04,1.61185
1971:01:05,1.57805
1971:01:06,1.54344
1971:01:07,1.508
1971:01:08,1.47173
1971:01:09,1.43461
1971:01:10,1.39663
1971:01:11,1.3589
1971:01:12,1.32142
1971:01:13,1.28416
1971:01:14,1.24712
1971:01:15,1.21028
1971:01:16,1.17364
1971:01:17,1.13717
1971:01:18,1.10096
1971:01:19,1.06497
1971:01:20,1.02921
1971:01:21,0.993651
1971:01:22,0.958294
1971:01:23,0.923126
1971:01:24,0.888134
1971:01:25,0.851801
1971:01:26,0.814118
1971:01:27,0.77507
1971:01:28,0.734648
1971:01:29,0.692837
1971:01:30,0.649624
1971:01:31,0.604997
1971:02:01,0.559961
1971:02:02,0.517054
1971:02:03,0.476263
1971:02:04,0.437573
1971:02:05,0.400973
1971:02:06,0.366452
1971:02:07,0.333999
1971:02:08,0.302767
1971:02:09,0.272745
1971:02:10,0.243924
1971:02:11,0.216295
1971:02:12,0.18985
1971:02:13,0.16458
1971:02:14,0.140477
1971:02:15,0.117495
1971:02:16,0.0956243
1971:02:17,0.0748598
1971:02:18,0.0551944
1971:02:19,0.036622
1971:02:20,0.0191368
1971:02:21,0.00273327
1971:02:22,-0.0109988
1971:02:23,-0.0220639
1971:02:24,-0.0304652
1971:02:25,-0.0362056
1971:02:26,-0.0392868
1971:02:27,-0.0397098
1971:02:28,-0.0374747
1971:03:01,-0.0332286
1971:03:02,-0.0284833
1971:03:03,-0.0232371
1971:03:04,-0.0174886
1971:03:05,-0.0112358
1971:03:06,-0.0044768
1971:03:07,0.00279051
1971:03:08,0.00981538
1971:03:09,0.0166
1971:03:10,0.0231465
1971:03:11,0.029457
1971:03:12,0.0355335
1971:03:13,0.0413777
1971:03:14,0.0469917
1971:03:15,0.0530017
1971:03:16,0.0594097
1971:03:17,0.0662177
1971:03:18,0.0734277
1971:03:19,0.0810422
1971:03:20,0.0890634
1971:03:21,0.0974939
1971:03:22,0.106575
1971:03:23,0.11631
1971:03:24,0.126702
1971:03:25,0.137753
1971:03:26,0.149469
1971:03:27,0.161851
1971:03:28,0.174904
1971:03:29,0.188204
1971:03:30,0.201754
1971:03:31,0.215559
1971:04:01,0.229623
1971:04:02,0.243335
1971:04:03,0.256701
1971:04:04,0.269724
1971:04:05,0.281558
1971:04:06,0.292208
1971:04:07,0.301677
1971:04:08,0.309969
1971:04:09,0.317084
1971:04:10,0.323027
1971:04:11,0.327798
1971:04:12,0.332507
1971:04:13,0.337156
1971:04:14,0.341745
1971:04:15,0.346278
1971:04:16,0.350754
1971:04:17,0.355175
1971:04:18,0.359543
1971:04:19,0.363825
1971:04:20,0.368021
1971:04:21,0.372133
1971:04:22,0.376162
1971:04:23,0.38011
1971:04:24,0.383978
1971:04:25,0.387767
1971:04:26,0.391396
1971:04:27,0.394867
1971:04:28,0.398181
1971:04:29,0.401338
1971:04:30,0.40434
1971:05:01,0.407188
1971:05:02,0.409673
1971:05:03,0.411845
1971:05:04,0.413706
1971:05:05,0.415256
1971:05:06,0.416495
1971:05:07,0.417424
1971:05:08,0.418043
1971:05:09,0.418353
1971:05:10,0.417815
1971:05:11,0.416428
1971:05:12,0.414193
1971:05:13,0.411108
1971:05:14,0.407174
1971:05:15,0.402387
1971:05:16,0.396748
1971:05:17,0.391142
1971:05:18,0.385566
1971:05:19,0.38002
1971:05:20,0.374501
1971:05:21,0.369008
1971:05:22,0.363539
1971:05:23,0.358092
1971:05:24,0.352359
1971:05:25,0.346338
1971:05:26,0.340028
1971:05:27,0.333426
1971:05:28,0.32653
1971:05:29,0.319338
1971:05:30,0.311848
1971:05:31,0.303966
1971:06:01,0.295689
1971:06:02,0.287105
1971:06:03,0.278212
1971:06:04,0.269006
1971:06:05,0.259485
1971:06:06,0.249645
1971:06:07,0.239117
1971:06:08,0.227896
1971:06:09,0.215979
1971:06:10,0.203362
1971:06:11,0.190042
1971:06:12,0.176014
1971:06:13,0.161274
1971:06:14,0.146248
1971:06:15,0.130932
1971:06:16,0.11532
1971:06:17,0.0994089
1971:06:18,0.0831925
1971:06:19,0.0666659
1971:06:20,0.0498241
1971:06:21,0.0321095
1971:06:22,0.0135168
1971:06:23,-0.00596009
1971:06:24,-0.0263271
1971:06:25,-0.0475908
1971:06:26,-0.0697577
1971:06:27,-0.0928348
1971:06:28,-0.117132
1971:06:29,-0.142656
1971:06:30,-0.169415
1971:07:01,-0.197418
1971:07:02,-0.225354
1971:07:03,-0.253231
1971:07:04,-0.281058
1971:07:05,-0.308842
1971:07:06,-0.336591
1971:07:07,-0.364314
1971:07:08,-0.39202
1971:07:09,-0.419717
1971:07:10,-0.447414
1971:07:11,-0.47512
1971:07:12,-0.500081
1971:07:13,-0.522306
1971:07:14,-0.5418
1971:07:15,-0.558571
1971:07:16,-0.572624
1971:07:17,-0.583962
1971:07:18,-0.59259
1971:07:19,-0.601075
1971:07:20,-0.60942
1971:07:21,-0.617627
1971:07:22,-0.625699
1971:07:23,-0.633638
1971:07:24,-0.641448
1971:07:25,-0.649129
1971:07:26,-0.656117
1971:07:27,-0.662412
1971:07:28,-0.668017
1971:07:29,-0.672934
1971:07:30,-0.677163
1971:07:31,-0.680708
1971:08:01,-0.683567
1971:08:02,-0.682706
1971:08:03,-0.678124
1971:08:04,-0.669819
1971:08:05,-0.657789
1971:08:06,-0.642029
1971:08:07,-0.622536
1971:08:08,-0.599302
1971:08:09,-0.575185
1971:08:10,-0.550177
1971:08:11,-0.524271
1971:08:12,-0.497457
1971:08:13,-0.469729
1971:08:14,-0.441076
1971:08:15,-0.41149
1971:08:16,-0.380109
1971:08:17,-0.346923
1971:08:18,-0.311922
1971:08:19,-0.275094
1971:08:20,-0.236428
1971:08:21,-0.195911
1971:08:22,-0.153532
1971:08:23,-0.109608
1971:08:24,-0.0641248
1971:08:25,-0.0170689
1971:08:26,0.0315747
1971:08:27,0.0818214
1971:08:28,0.133687
1971:08:29,0.187188
1971:08:30,0.245308
1971:08:31,0.308067
1971:09:01,0.375483
1971:09:02,0.441695
1971:09:03,0.506723
1971:09:04,0.570588
1971:09:05,0.63331
1971:09:06,0.690555
1971:09:07,0.742342
1971:09:08,0.788688
1971:09:09,0.829605
1971:09:10,0.865108
1971:09:11,0.895208
1971:09:12,0.919914
1971:09:13,0.940865
1971:09:14,0.958068
1971:09:15,0.971529
1971:09:16,0.981252
1971:09:17,0.987239
1971:09:18,0.989493
1971:09:19,0.988015
1971:09:20,0.983513
1971:09:21,0.975985
1971:09:22,0.965429
1971:09:23,0.951841
1971:09:24,0.935219
1971:09:25,0.915555
1971:09:26,0.892845
1971:09:27,0.86639
1971:09:28,0.836183
1971:09:29,0.802214
1971:09:30,0.764472
1971:10:01,0.722946
1971:10:02,0.683142
1971:10:03,0.645046
1971:10:04,0.609645
1971:10:05,0.576926
1971:10:06,0.546879
1971:10:07,0.519495
1971:10:08,0.494766
1971:10:09,0.472683
1971:10:10,0.45324
1971:10:11,0.435166
1971:10:12,0.418456
1971:10:13,0.403103
1971:10:14,0.389104
1971:10:15,0.376454
1971:10:16,0.365148
1971:10:17,0.355184
1971:10:18,0.346938
1971:10:19,0.340407
1971:10:20,0.335589
1971:10:21,0.332483
1971:10:22,0.331087
1971:10:23,0.331401
1971:10:24,0.333426
1971:10:25,0.336885
1971:10:26,0.34178
1971:10:27,0.348112
1971:10:28,0.355884
1971:10:29,0.365097
1971:10:30,0.375754
1971:10:31,0.38786
1971:11:01,0.402723
1971:11:02,0.418294
1971:11:03,0.434575
1971:11:04,0.451574
1971:11:05,0.469294
1971:11:06,0.487742
1971:11:07,0.506924
1971:11:08,0.5258
1971:11:09,0.544378
1971:11:10,0.562662
1971:11:11,0.580659
1971:11:12,0.598374
1971:11:13,0.615813
1971:11:14,0.632981
1971:11:15,0.649212
1971:11:16,0.664512
1971:11:17,0.678885
1971:11:18,0.692335
1971:11:19,0.704868
1971:11:20,0.716486
1971:11:21,0.727194
1971:11:22,0.738106
1971:11:23,0.749227
1971:11:24,0.760559
1971:11:25,0.772106
1971:11:26,0.783872
1971:11:27,0.79586
1971:11:28,0.808075
1971:11:29,0.821304
1971:11:30,0.835553
1971:12:01,0.850826
1971:12:02,0.867749
1971:12:03,0.886328
1971:12:04,0.906568
1971:12:05,0.928477
1971:12:06,0.9503
1971:12:07,0.972042
1971:12:08,0.993712
1971:12:09,1.01532
1971:12:10,1.03686
1971:12:11,1.05835
1971:12:12,1.0798
1971:12:13,1.10156
1971:12:14,1.12365
1971:12:15,1.14606
1971:12:16,1.16881
1971:12:17,1.19191
1971:12:18,1.21536
1971:12:19,1.23916
1971:12:20,1.26271
1971:12:21,1.286
1971:12:22,1.30905
1971:12:23,1.33185
1971:12:24,1.35443
1971:12:25,1.37678
1971:12:26,1.39891
1971:12:27,1.42353
1971:12:28,1.45065
1971:12:29,1.48027
1971:12:30,1.51241
1971:12:31,1.54707
1972:01:01,1.58427
1972:01:02,1.62018
1972:01:03,1.65404
1972:01:04,1.68586
1972:01:05,1.71564
1972:01:06,1.74341
1972:01:07,1.76916
1972:01:08,1.7929
1972:01:09,1.81464
1972:01:10,1.83167
1972:01:11,1.844
1972:01:12,1.85163
1972:01:13,1.85455
1972:01:14,1.85278
1972:01:15,1.84632
1972:01:16,1.83515
1972:01:17,1.82183
1972:01:18,1.80635
1972:01:19,1.78872
1972:01:20,1.76892
1972:01:21,1.74695
1972:01:22,1.72279
1972:01:23,1.69646
1972:01:24,1.6676
1972:01:25,1.63622
1972:01:26,1.60231
1972:01:27,1.56585
1972:01:28,1.52683
1972:01:29,1.48524
1972:01:30,1.44106
1972:01:31,1.39431
1972:02:01,1.34496
1972:02:02,1.29839
1972:02:03,1.25459
1972:02:04,1.21353
1972:02:05,1.17522
1972:02:06,1.13963
1972:02:07,1.10596
1972:02:08,1.07421
1972:02:09,1.04436
1972:02:10,1.01641
1972:02:11,0.990337
1972:02:12,0.966146
1972:02:13,0.943824
1972:02:14,0.923423
1972:02:15,0.904935
1972:02:16,0.888356
1972:02:17,0.873679
1972:02:18,0.8609
1972:02:19,0.850016
1972:02:20,0.841022
1972:02:21,0.834079
1972:02:22,0.829183
1972:02:23,0.826334
1972:02:24,0.825531
1972:02:25,0.826773
1972:02:26,0.83006
1972:02:27,0.835395
1972:02:28,0.843093
1972:02:29,0.853158
1972:03:01,0.865592
1972:03:02,0.877667
1972:03:03,0.889387
1972:03:04,0.900756
1972:03:05,0.911778
1972:03:06,0.92265
1972:03:07,0.933375
1972:03:08,0.943957
1972:03:09,0.9544
1972:03:10,0.964706
1972:03:11,0.97488
1972:03:12,0.984923
1972:03:13,0.994631
1972:03:14,1.00401
1972:03:15,1.01306
1972:03:16,1.02178
1972:03:17,1.03018
1972:03:18,1.03826
1972:03:19,1.04602
1972:03:20,1.05329
1972:03:21,1.06008
1972:03:22,1.06639
1972:03:23,1.07221
1972:03:24,1.07756
1972:03:25,1.08243
1972:03:26,1.08682
1972:03:27,1.09056
1972:03:28,1.09365
1972:03:29,1.09609
1972:03:30,1.09787
1972:03:31,1.09901
1972:04:01,1.09949
1972:04:02,1.09905
1972:04:03,1.09866
1972:04:04,1.09834
1972:04:05,1.09807
1972:04:06,1.09786
1972:04:07,1.09771
1972:04:08,1.09761
1972:04:09,1.09757
1972:04:10,1.09621
1972:04:11,1.09353
1972:04:12,1.08952
1972:04:13,1.08419
1972:04:14,1.07753
1972:04:15,1.06955
1972:04:16,1.06023
1972:04:17,1.05022
1972:04:18,1.03953
1972:04:19,1.02815
1972:04:20,1.01607
1972:04:21,1.0033
1972:04:22,0.98982
1972:04:23,0.975637
1972:04:24,0.961001
1972:04:25,0.945909
1972:04:26,0.930356
1972:04:27,0.914336
1972:04:28,0.897845
1972:04:29,0.880878
1972:04:30,0.863429
1972:05:01,0.845486
1972:05:02,0.828378
1972:05:03,0.812099
1972:05:04,0.796645
1972:05:05,0.782011
1972:05:06,0.768191
1972:05:07,0.755182
1972:05:08,0.742479
1972:05:09,0.730077
1972:05:10,0.717973
1972:05:11,0.706163
1972:05:12,0.694643
1972:05:13,0.683411
1972:05:14,0.672461
1972:05:15,0.662046
1972:05:16,0.652162
1972:05:17,0.642807
1972:05:18,0.633977
1972:05:19,0.62567
1972:05:20,0.617883
1972:05:21,0.610613
1972:05:22,0.603809
1972:05:23,0.597468
1972:05:24,0.591587
1972:05:25,0.586166
1972:05:26,0.581201
1972:05:27,0.576693
1972:05:28,0.572639
1972:05:29,0.568899
1972:05:30,0.565472
1972:05:31,0.562356
1972:06:01,0.559551
1972:06:02,0.554936
1972:06:03,0.548511
1972:06:04,0.540274
1972:06:05,0.530526
1972:06:06,0.519265
1972:06:07,0.506487
1972:06:08,0.492189
1972:06:09,0.476365
1972:06:10,0.459011
1972:06:11,0.440122
1972:06:12,0.419815
1972:06:13,0.398085
1972:06:14,0.374924
1972:06:15,0.350326
1972:06:16,0.324282
1972:06:17,0.296785
1972:06:18,0.267826
1972:06:19,0.237561
1972:06:20,0.205979
1972:06:21,0.173072
1972:06:22,0.138829
1972:06:23,0.103239
1972:06:24,0.0662905
1972:06:25,0.0279728
1972:06:26,-0.00934863
1972:06:27,-0.0456854
1972:06:28,-0.0810489
1972:06:29,-0.11545
1972:06:30,-0.1489
1972:07:01,-0.18141
1972:07:02,-0.206392
1972:07:03,-0.229077
1972:07:04,-0.249474
1972:07:05,-0.267587
1972:07:06,-0.283424
1972:07:07,-0.296988
1972:07:08,-0.308285
1972:07:09,-0.317317
1972:07:10,-0.32082
1972:07:11,-0.318796
1972:07:12,-0.311242
1972:07:13,-0.298158
1972:07:14,-0.279539
1972:07:15,-0.255379
1972:07:16,-0.22567
1972:07:17,-0.193199
1972:07:18,-0.157954
1972:07:19,-0.119926
1972:07:20,-0.0791006
1972:07:21,-0.0354668
1972:07:22,0.0109897
1972:07:23,0.0602835
1972:07:24,0.113005
1972:07:25,0.16917
1972:07:26,0.228797
1972:07:27,0.291904
1972:07:28,0.358512
1972:07:29,0.42864
1972:07:30,0.502312
1972:07:31,0.58102
1972:08:01,0.664788
1972:08:02,0.744635
1972:08:03,0.820585
1972:08:04,0.892662
1972:08:05,0.96089
1972:08:06,1.02529
1972:08:07,1.08562
1972:08:08,1.14191
1972:08:09,1.19417
1972:08:10,1.24242
1972:08:11,1.28667
1972:08:12,1.32694
1972:08:13,1.36324
1972:08:14,1.39624
1972:08:15,1.42596
1972:08:16,1.45239
1972:08:17,1.47555
1972:08:18,1.49545
1972:08:19,1.51209
1972:08:20,1.52548
1972:08:21,1.53546
1972:08:22,1.54205
1972:08:23,1.54523
1972:08:24,1.54502
1972:08:25,1.54141
1972:08:26,1.5344
1972:08:27,1.524
1972:08:28,1.50973
1972:08:29,1.4916
1972:08:30,1.46961
1972:08:31,1.44374
1972:09:01,1.41398
1972:09:02,1.38616
1972:09:03,1.36027
1972:09:04,1.33649
1972:09:05,1.31482
1972:09:06,1.29526
1972:09:07,1.27779
1972:09:08,1.26241
1972:09:09,1.24912
1972:09:10,1.23791
1972:09:11,1.22868
1972:09:12,1.22142
1972:09:13,1.21614
1972:09:14,1.21283
1972:09:15,1.2115
1972:09:16,1.21213
1972:09:17,1.21474
1972:09:18,1.21923
1972:09:19,1.22561
1972:09:20,1.23386
1972:09:21,1.24401
1972:09:22,1.25605
1972:09:23,1.26999
1972:09:24,1.28583
1972:09:25,1.30353
1972:09:26,1.32311
1972:09:27,1.34458
1972:09:28,1.36793
1972:09:29,1.39317
1972:09:30,1.42032
1972:10:01,1.44938
1972:10:02,1.47764
1972:10:03,1.5051
1972:10:04,1.53177
1972:10:05,1.55765
1972:10:06,1.58277
1972:10:07,1.60712
1972:10:08,1.63071
1972:10:09,1.65247
1972:10:10,1.67238
1972:10:11,1.69046
1972:10:12,1.70672
1972:10:13,1.72117
1972:10:14,1.73379
1972:10:15,1.74461
1972:10:16,1.75451
1972:10:17,1.76351
1972:10:18,1.7716
1972:10:19,1.77878
1972:10:20,1.78507
1972:10:21,1.79046
1972:10:22,1.79496
1972:10:23,1.79721
1972:10:24,1.79723
1972:10:25,1.79501
1972:10:26,1.79055
1972:10:27,1.78385
1972:10:28,1.77491
1972:10:29,1.76372
1972:10:30,1.75223
1972:10:31,1.74045
1972:11:01,1.72835
1972:11:02,1.71737
1972:11:03,1.7075
1972:11:04,1.69873
1972:11:05,1.69107
1972:11:06,1.68299
1972:11:07,1.67449
1972:11:08,1.66558
1972:11:09,1.65624
1972:11:10,1.64647
1972:11:11,1.63628
1972:11:12,1.62565
1972:11:13,1.61646
1972:11:14,1.6087
1972:11:15,1.60238
1972:11:16,1.59748
1972:11:17,1.59402
1972:11:18,1.59198
1972:11:19,1.59136
1972:11:20,1.58927
1972:11:21,1.58571
1972:11:22,1.58067
1972:11:23,1.57415
1972:11:24,1.56615
1972:11:25,1.55667
1972:11:26,1.5457
1972:11:27,1.5344
1972:11:28,1.52278
1972:11:29,1.51082
1972:11:30,1.49852
1972:12:01,1.48589
1972:12:02,1.47295
1972:12:03,1.4597
1972:12:04,1.4477
1972:12:05,1.43694
1972:12:06,1.42742
1972:12:07,1.41914
1972:12:08,1.4121
1972:12:09,1.40629
1972:12:10,1.40171
1972:12:11,1.3977
1972:12:12,1.39428
1972:12:13,1.39144
1972:12:14,1.38918
1972:12:15,1.3875
1972:12:16,1.38639
1972:12:17,1.38586
1972:12:18,1.38465
1972:12:19,1.38277
1972:12:20,1.38021
1972:12:21,1.37698
1972:12:22,1.37307
1972:12:23,1.36847
1972:12:24,1.3632
1972:12:25,1.35704
1972:12:26,1.34998
1972:12:27,1.34203
1972:12:28,1.33318
1972:12:29,1.32343
1972:12:30,1.31278
1972:12:31,1.30122
1973:01:01,1.28971
1973:01:02,1.27904
1973:01:03,1.26921
1973:01:04,1.26023
1973:01:05,1.25208
1973:01:06,1.24476
1973:01:07,1.23827
1973:01:08,1.23343
1973:01:09,1.23022
1973:01:10,1.22864
1973:01:11,1.22871
1973:01:12,1.2304
1973:01:13,1.23374
1973:01:14,1.23871
1973:01:15,1.24377
1973:01:16,1.24891
1973:01:17,1.25414
1973:01:18,1.25947
1973:01:19,1.26489
1973:01:20,1.2704
1973:01:21,1.276
1973:01:22,1.28174
1973:01:23,1.2876
1973:01:24,1.29359
1973:01:25,1.29971
1973:01:26,1.30597
1973:01:27,1.31236
1973:01:28,1.31889
1973:01:29,1.32686
1973:01:30,1.33626
1973:01:31,1.34711
1973:02:01,1.3594
1973:02:02,1.37017
1973:02:03,1.37942
1973:02:04,1.38715
1973:02:05,1.39267
1973:02:06,1.39598
1973:02:07,1.39707
1973:02:08,1.39596
1973:02:09,1.39263
1973:02:10,1.38709
1973:02:11,1.37934
1973:02:12,1.369
1973:02:13,1.35607
1973:02:14,1.34054
1973:02:15,1.32242
1973:02:16,1.30169
1973:02:17,1.27835
1973:02:18,1.25239
1973:02:19,1.22431
1973:02:20,1.1941
1973:02:21,1.16175
1973:02:22,1.12725
1973:02:23,1.09059
1973:02:24,1.05176
1973:02:25,1.01074
1973:02:26,0.967723
1973:02:27,0.922688
