Date,ADS_Index
1992:12:29,0.487741
1992:12:30,0.443198
1992:12:31,0.397386
1993:01:01,0.350291
1993:01:02,0.306365
1993:01:03,0.265594
1993:01:04,0.227293
1993:01:05,0.191447
1993:01:06,0.158046
1993:01:07,0.127079
1993:01:08,0.0985371
1993:01:09,0.0724109
1993:01:10,0.048692
1993:01:11,0.0266915
1993:01:12,0.00640251
1993:01:13,-0.0121815
1993:01:14,-0.0290662
1993:01:15,-0.0442571
1993:01:16,-0.0577588
1993:01:17,-0.0695756
1993:01:18,-0.0801313
1993:01:19,-0.0894291
1993:01:20,-0.097472
1993:01:21,-0.104263
1993:01:22,-0.109803
1993:01:23,-0.114095
1993:01:24,-0.117139
1993:01:25,-0.118503
1993:01:26,-0.118186
1993:01:27,-0.116188
1993:01:28,-0.112509
1993:01:29,-0.107148
1993:01:30,-0.100102
1993:01:31,-0.0913702
1993:02:01,-0.0818493
1993:02:02,-0.0748086
1993:02:03,-0.070246
1993:02:04,-0.06816
1993:02:05,-0.0685498
1993:02:06,-0.0714158
1993:02:07,-0.0767586
1993:02:08,-0.0835729
1993:02:09,-0.0918606
1993:02:10,-0.101624
1993:02:11,-0.112867
1993:02:12,-0.125593
1993:02:13,-0.139805
1993:02:14,-0.155509
1993:02:15,-0.171453
1993:02:16,-0.187643
1993:02:17,-0.204085
1993:02:18,-0.220782
1993:02:19,-0.237741
1993:02:20,-0.254967
1993:02:21,-0.272464
1993:02:22,-0.291074
1993:02:23,-0.310801
1993:02:24,-0.331653
1993:02:25,-0.353635
1993:02:26,-0.376754
1993:02:27,-0.401018
1993:02:28,-0.426435
1993:03:01,-0.453876
1993:03:02,-0.479377
1993:03:03,-0.502946
1993:03:04,-0.524591
1993:03:05,-0.544318
1993:03:06,-0.562134
1993:03:07,-0.578044
1993:03:08,-0.592078
1993:03:09,-0.60424
1993:03:10,-0.614534
1993:03:11,-0.622963
1993:03:12,-0.62953
1993:03:13,-0.634237
1993:03:14,-0.637086
1993:03:15,-0.63809
1993:03:16,-0.637251
1993:03:17,-0.634566
1993:03:18,-0.630037
1993:03:19,-0.623661
1993:03:20,-0.615436
1993:03:21,-0.60536
1993:03:22,-0.591804
1993:03:23,-0.574763
1993:03:24,-0.554232
1993:03:25,-0.530204
1993:03:26,-0.502672
1993:03:27,-0.471627
1993:03:28,-0.43706
1993:03:29,-0.400203
1993:03:30,-0.361046
1993:03:31,-0.319575
1993:04:01,-0.275778
1993:04:02,-0.234074
1993:04:03,-0.194451
1993:04:04,-0.156896
1993:04:05,-0.121863
1993:04:06,-0.0893429
1993:04:07,-0.0593244
1993:04:08,-0.031798
1993:04:09,-0.00675538
1993:04:10,0.0158115
1993:04:11,0.0359097
1993:04:12,0.0539993
1993:04:13,0.0700859
1993:04:14,0.0841746
1993:04:15,0.0962699
1993:04:16,0.106375
1993:04:17,0.114494
1993:04:18,0.12063
1993:04:19,0.124831
1993:04:20,0.127099
1993:04:21,0.127435
1993:04:22,0.125839
1993:04:23,0.122311
1993:04:24,0.116849
1993:04:25,0.109452
1993:04:26,0.0998376
1993:04:27,0.0880037
1993:04:28,0.0739464
1993:04:29,0.0576612
1993:04:30,0.0391428
1993:05:01,0.0183856
1993:05:02,-0.00161811
1993:05:03,-0.020764
1993:05:04,-0.0390582
1993:05:05,-0.0565062
1993:05:06,-0.0731137
1993:05:07,-0.0888859
1993:05:08,-0.103828
1993:05:09,-0.117944
1993:05:10,-0.130804
1993:05:11,-0.142413
1993:05:12,-0.152773
1993:05:13,-0.161889
1993:05:14,-0.169762
1993:05:15,-0.176396
1993:05:16,-0.181793
1993:05:17,-0.186358
1993:05:18,-0.190092
1993:05:19,-0.192997
1993:05:20,-0.195073
1993:05:21,-0.196321
1993:05:22,-0.196742
1993:05:23,-0.196336
1993:05:24,-0.194653
1993:05:25,-0.191694
1993:05:26,-0.187458
1993:05:27,-0.181942
1993:05:28,-0.175146
1993:05:29,-0.167068
1993:05:30,-0.157704
1993:05:31,-0.147623
1993:06:01,-0.136821
1993:06:02,-0.126572
1993:06:03,-0.116871
1993:06:04,-0.107716
1993:06:05,-0.0991049
1993:06:06,-0.0910337
1993:06:07,-0.08323
1993:06:08,-0.0756914
1993:06:09,-0.0684155
1993:06:10,-0.0614
1993:06:11,-0.0546426
1993:06:12,-0.0481414
1993:06:13,-0.0418941
1993:06:14,-0.035803
1993:06:15,-0.0298661
1993:06:16,-0.0240816
1993:06:17,-0.0184476
1993:06:18,-0.0129625
1993:06:19,-0.00762433
1993:06:20,-0.00243158
1993:06:21,0.00230808
1993:06:22,0.00659616
1993:06:23,0.010434
1993:06:24,0.0138228
1993:06:25,0.0167636
1993:06:26,0.0192574
1993:06:27,0.0213048
1993:06:28,0.0228566
1993:06:29,0.023913
1993:06:30,0.0244744
1993:07:01,0.0245411
1993:07:02,0.0238154
1993:07:03,0.0222973
1993:07:04,0.0199862
1993:07:05,0.0162381
1993:07:06,0.0110518
1993:07:07,0.0044258
1993:07:08,-0.00364208
1993:07:09,-0.0131544
1993:07:10,-0.024114
1993:07:11,-0.0365245
1993:07:12,-0.0485733
1993:07:13,-0.0602641
1993:07:14,-0.0716006
1993:07:15,-0.0825864
1993:07:16,-0.093225
1993:07:17,-0.10352
1993:07:18,-0.113474
1993:07:19,-0.120402
1993:07:20,-0.124308
1993:07:21,-0.125192
1993:07:22,-0.123054
1993:07:23,-0.117895
1993:07:24,-0.109711
1993:07:25,-0.0985009
1993:07:26,-0.0904299
1993:07:27,-0.0854954
1993:07:28,-0.0836957
1993:07:29,-0.0850304
1993:07:30,-0.0894998
1993:07:31,-0.0971053
1993:08:01,-0.107849
1993:08:02,-0.117812
1993:08:03,-0.126995
1993:08:04,-0.135402
1993:08:05,-0.143036
1993:08:06,-0.1499
1993:08:07,-0.155994
1993:08:08,-0.161322
1993:08:09,-0.165766
1993:08:10,-0.16933
1993:08:11,-0.172013
1993:08:12,-0.173817
1993:08:13,-0.174742
1993:08:14,-0.174789
1993:08:15,-0.173957
1993:08:16,-0.171802
1993:08:17,-0.168325
1993:08:18,-0.163524
1993:08:19,-0.157397
1993:08:20,-0.149942
1993:08:21,-0.141157
1993:08:22,-0.13104
1993:08:23,-0.119936
1993:08:24,-0.107842
1993:08:25,-0.0947528
1993:08:26,-0.0806657
1993:08:27,-0.0655759
1993:08:28,-0.0494786
1993:08:29,-0.0323687
1993:08:30,-0.0141426
1993:08:31,0.00520561
1993:09:01,0.0256819
1993:09:02,0.0453178
1993:09:03,0.0641197
1993:09:04,0.0820933
1993:09:05,0.0992443
1993:09:06,0.115679
1993:09:07,0.131404
1993:09:08,0.146422
1993:09:09,0.16074
1993:09:10,0.174361
1993:09:11,0.18729
1993:09:12,0.19953
1993:09:13,0.211729
1993:09:14,0.223889
1993:09:15,0.236015
1993:09:16,0.248111
1993:09:17,0.26018
1993:09:18,0.272227
1993:09:19,0.284254
1993:09:20,0.295571
1993:09:21,0.30618
1993:09:22,0.316085
1993:09:23,0.325289
1993:09:24,0.333796
1993:09:25,0.341607
1993:09:26,0.348725
1993:09:27,0.354838
1993:09:28,0.359948
1993:09:29,0.364057
1993:09:30,0.367166
1993:10:01,0.369275
1993:10:02,0.370627
1993:10:03,0.371221
1993:10:04,0.372492
1993:10:05,0.37444
1993:10:06,0.377067
1993:10:07,0.380372
1993:10:08,0.384358
1993:10:09,0.389024
1993:10:10,0.394373
1993:10:11,0.399627
1993:10:12,0.404787
1993:10:13,0.409854
1993:10:14,0.414831
1993:10:15,0.419719
1993:10:16,0.424519
1993:10:17,0.429234
1993:10:18,0.433466
1993:10:19,0.437217
1993:10:20,0.440489
1993:10:21,0.443283
1993:10:22,0.445598
1993:10:23,0.447437
1993:10:24,0.4488
1993:10:25,0.449635
1993:10:26,0.449945
1993:10:27,0.449728
1993:10:28,0.448984
1993:10:29,0.447715
1993:10:30,0.445918
1993:10:31,0.443593
1993:11:01,0.441093
1993:11:02,0.439718
1993:11:03,0.439468
1993:11:04,0.440343
1993:11:05,0.442342
1993:11:06,0.445468
1993:11:07,0.44972
1993:11:08,0.454609
1993:11:09,0.460136
1993:11:10,0.466304
1993:11:11,0.473114
1993:11:12,0.480568
1993:11:13,0.488669
1993:11:14,0.497419
1993:11:15,0.506998
1993:11:16,0.517407
1993:11:17,0.528652
1993:11:18,0.540735
1993:11:19,0.55366
1993:11:20,0.567431
1993:11:21,0.582052
1993:11:22,0.597806
1993:11:23,0.614697
1993:11:24,0.632731
1993:11:25,0.651913
1993:11:26,0.672249
1993:11:27,0.693747
1993:11:28,0.716412
1993:11:29,0.740226
1993:11:30,0.765199
1993:12:01,0.791336
1993:12:02,0.815182
1993:12:03,0.836744
1993:12:04,0.856029
1993:12:05,0.873042
1993:12:06,0.887669
1993:12:07,0.899913
1993:12:08,0.909778
1993:12:09,0.917268
1993:12:10,0.922385
1993:12:11,0.925131
1993:12:12,0.925506
1993:12:13,0.923507
1993:12:14,0.919133
1993:12:15,0.912383
1993:12:16,0.903254
1993:12:17,0.891745
1993:12:18,0.87785
1993:12:19,0.861567
1993:12:20,0.841152
1993:12:21,0.8166
1993:12:22,0.787903
1993:12:23,0.755052
1993:12:24,0.718036
1993:12:25,0.676844
1993:12:26,0.631463
1993:12:27,0.585945
1993:12:28,0.540275
1993:12:29,0.494438
1993:12:30,0.448421
1993:12:31,0.402209
1994:01:01,0.355788
1994:01:02,0.313235
1994:01:03,0.272355
1994:01:04,0.233135
1994:01:05,0.195563
1994:01:06,0.159627
1994:01:07,0.125316
1994:01:08,0.0926183
1994:01:09,0.0615245
1994:01:10,0.0324524
1994:01:11,0.00539267
1994:01:12,-0.0196631
1994:01:13,-0.0427227
1994:01:14,-0.0637935
1994:01:15,-0.0828821
1994:01:16,-0.0999945
1994:01:17,-0.115859
1994:01:18,-0.130479
1994:01:19,-0.143861
1994:01:20,-0.156008
1994:01:21,-0.166924
1994:01:22,-0.176613
1994:01:23,-0.185078
1994:01:24,-0.189666
1994:01:25,-0.190378
1994:01:26,-0.187214
1994:01:27,-0.180174
1994:01:28,-0.169256
1994:01:29,-0.154456
1994:01:30,-0.135768
1994:01:31,-0.117621
1994:02:01,-0.100007
1994:02:02,-0.0829757
1994:02:03,-0.0665205
1994:02:04,-0.0506366
1994:02:05,-0.035319
1994:02:06,-0.020563
1994:02:07,-0.00469274
1994:02:08,0.0122966
1994:02:09,0.0304104
1994:02:10,0.0496544
1994:02:11,0.0700346
1994:02:12,0.0915574
1994:02:13,0.11423
1994:02:14,0.138295
1994:02:15,0.163761
1994:02:16,0.190635
1994:02:17,0.218927
1994:02:18,0.248644
1994:02:19,0.279797
1994:02:20,0.312395
1994:02:21,0.345434
1994:02:22,0.378924
1994:02:23,0.412877
1994:02:24,0.447302
1994:02:25,0.48221
1994:02:26,0.517613
1994:02:27,0.553521
1994:02:28,0.592023
1994:03:01,0.63313
1994:03:02,0.672908
1994:03:03,0.711368
1994:03:04,0.748523
1994:03:05,0.784385
1994:03:06,0.818965
1994:03:07,0.851065
1994:03:08,0.880696
1994:03:09,0.907867
1994:03:10,0.932587
1994:03:11,0.954863
1994:03:12,0.974703
1994:03:13,0.992112
1994:03:14,1.00701
1994:03:15,1.01941
1994:03:16,1.0293
1994:03:17,1.0367
1994:03:18,1.0416
1994:03:19,1.04401
1994:03:20,1.04392
1994:03:21,1.04128
1994:03:22,1.03609
1994:03:23,1.02835
1994:03:24,1.01806
1994:03:25,1.0052
1994:03:26,0.989784
1994:03:27,0.971798
1994:03:28,0.952567
1994:03:29,0.932084
1994:03:30,0.910343
1994:03:31,0.887337
1994:04:01,0.863059
1994:04:02,0.840136
1994:04:03,0.818559
1994:04:04,0.797745
1994:04:05,0.777685
1994:04:06,0.758374
1994:04:07,0.739806
1994:04:08,0.721974
1994:04:09,0.704874
1994:04:10,0.688499
1994:04:11,0.67275
1994:04:12,0.657621
1994:04:13,0.643107
1994:04:14,0.629205
1994:04:15,0.615909
1994:04:16,0.603216
1994:04:17,0.591121
1994:04:18,0.578351
1994:04:19,0.564901
1994:04:20,0.550768
1994:04:21,0.535947
1994:04:22,0.520432
1994:04:23,0.504221
1994:04:24,0.487306
1994:04:25,0.471266
1994:04:26,0.456095
1994:04:27,0.441788
1994:04:28,0.428341
1994:04:29,0.415751
1994:04:30,0.404012
1994:05:01,0.393121
1994:05:02,0.384035
1994:05:03,0.37675
1994:05:04,0.371265
1994:05:05,0.367578
1994:05:06,0.365687
1994:05:07,0.365593
1994:05:08,0.367294
1994:05:09,0.369111
1994:05:10,0.371044
1994:05:11,0.373094
1994:05:12,0.375261
1994:05:13,0.377547
1994:05:14,0.379952
1994:05:15,0.382476
1994:05:16,0.38547
1994:05:17,0.388935
1994:05:18,0.392871
1994:05:19,0.39728
1994:05:20,0.402164
1994:05:21,0.407524
1994:05:22,0.413361
1994:05:23,0.419407
1994:05:24,0.425665
1994:05:25,0.432135
1994:05:26,0.43882
1994:05:27,0.445723
1994:05:28,0.452845
1994:05:29,0.460188
1994:05:30,0.468021
1994:05:31,0.476346
1994:06:01,0.485165
1994:06:02,0.492949
1994:06:03,0.499701
1994:06:04,0.505423
1994:06:05,0.510117
1994:06:06,0.513602
1994:06:07,0.515882
1994:06:08,0.516955
1994:06:09,0.516823
1994:06:10,0.515485
1994:06:11,0.512942
1994:06:12,0.509191
1994:06:13,0.504446
1994:06:14,0.498705
1994:06:15,0.491965
1994:06:16,0.484226
1994:06:17,0.475485
1994:06:18,0.465738
1994:06:19,0.454983
1994:06:20,0.443521
1994:06:21,0.431349
1994:06:22,0.418461
1994:06:23,0.404855
1994:06:24,0.390527
1994:06:25,0.37547
1994:06:26,0.359682
1994:06:27,0.342607
1994:06:28,0.32424
1994:06:29,0.304574
1994:06:30,0.283605
1994:07:01,0.261325
1994:07:02,0.240293
1994:07:03,0.220502
1994:07:04,0.202554
1994:07:05,0.186443
1994:07:06,0.172163
1994:07:07,0.159711
1994:07:08,0.149083
1994:07:09,0.140274
1994:07:10,0.133283
1994:07:11,0.128608
1994:07:12,0.126247
1994:07:13,0.1262
1994:07:14,0.128466
1994:07:15,0.133047
1994:07:16,0.139943
1994:07:17,0.149158
1994:07:18,0.159278
1994:07:19,0.170308
1994:07:20,0.18225
1994:07:21,0.195109
1994:07:22,0.208887
1994:07:23,0.223591
1994:07:24,0.239224
1994:07:25,0.255831
1994:07:26,0.273418
1994:07:27,0.291989
1994:07:28,0.311552
1994:07:29,0.332112
1994:07:30,0.353675
1994:07:31,0.376249
1994:08:01,0.4007
1994:08:02,0.424019
1994:08:03,0.446215
1994:08:04,0.467293
1994:08:05,0.487261
1994:08:06,0.506125
1994:08:07,0.52389
1994:08:08,0.54018
1994:08:09,0.554998
1994:08:10,0.568351
1994:08:11,0.580241
1994:08:12,0.590673
1994:08:13,0.59965
1994:08:14,0.607175
1994:08:15,0.613207
1994:08:16,0.617748
1994:08:17,0.6208
1994:08:18,0.622364
1994:08:19,0.622441
1994:08:20,0.621029
1994:08:21,0.618129
1994:08:22,0.614366
1994:08:23,0.609737
1994:08:24,0.604242
1994:08:25,0.597879
1994:08:26,0.590645
1994:08:27,0.582539
1994:08:28,0.573558
1994:08:29,0.563162
1994:08:30,0.551348
1994:08:31,0.538112
1994:09:01,0.52345
1994:09:02,0.509595
1994:09:03,0.496542
1994:09:04,0.484287
1994:09:05,0.472543
1994:09:06,0.461305
1994:09:07,0.45057
1994:09:08,0.440334
1994:09:09,0.430595
1994:09:10,0.421349
1994:09:11,0.412593
1994:09:12,0.404443
1994:09:13,0.396894
1994:09:14,0.389945
1994:09:15,0.383594
1994:09:16,0.377839
1994:09:17,0.372678
1994:09:18,0.368109
1994:09:19,0.364301
1994:09:20,0.361253
1994:09:21,0.358964
1994:09:22,0.357433
1994:09:23,0.356659
1994:09:24,0.356644
1994:09:25,0.357385
1994:09:26,0.359155
1994:09:27,0.361954
1994:09:28,0.365782
1994:09:29,0.370642
1994:09:30,0.376534
1994:10:01,0.383461
1994:10:02,0.390599
1994:10:03,0.398235
1994:10:04,0.406371
1994:10:05,0.41501
1994:10:06,0.424154
1994:10:07,0.433807
1994:10:08,0.443971
1994:10:09,0.45465
1994:10:10,0.465102
1994:10:11,0.47533
1994:10:12,0.485338
1994:10:13,0.495129
1994:10:14,0.504706
1994:10:15,0.514072
1994:10:16,0.52323
1994:10:17,0.532227
1994:10:18,0.541068
1994:10:19,0.549754
1994:10:20,0.558288
1994:10:21,0.566674
1994:10:22,0.574913
1994:10:23,0.583008
1994:10:24,0.591234
1994:10:25,0.599592
1994:10:26,0.608087
1994:10:27,0.61672
1994:10:28,0.625493
1994:10:29,0.634411
1994:10:30,0.643475
1994:10:31,0.652517
1994:11:01,0.66154
1994:11:02,0.670163
1994:11:03,0.678389
1994:11:04,0.686222
1994:11:05,0.693663
1994:11:06,0.700715
1994:11:07,0.707563
1994:11:08,0.714209
1994:11:09,0.720655
1994:11:10,0.726904
1994:11:11,0.732957
1994:11:12,0.738816
1994:11:13,0.744484
1994:11:14,0.749786
1994:11:15,0.754725
1994:11:16,0.759303
1994:11:17,0.763521
1994:11:18,0.76738
1994:11:19,0.770881
1994:11:20,0.774026
1994:11:21,0.777085
1994:11:22,0.78006
1994:11:23,0.782951
1994:11:24,0.78576
1994:11:25,0.788487
1994:11:26,0.791133
1994:11:27,0.793699
1994:11:28,0.79583
1994:11:29,0.797527
1994:11:30,0.798791
1994:12:01,0.799621
1994:12:02,0.799663
1994:12:03,0.798917
1994:12:04,0.797384
1994:12:05,0.795505
1994:12:06,0.793282
1994:12:07,0.790712
1994:12:08,0.787796
1994:12:09,0.784532
1994:12:10,0.78092
1994:12:11,0.776958
1994:12:12,0.772468
1994:12:13,0.767447
1994:12:14,0.761895
1994:12:15,0.755809
1994:12:16,0.749188
1994:12:17,0.74203
1994:12:18,0.734332
1994:12:19,0.725318
1994:12:20,0.714985
1994:12:21,0.70333
1994:12:22,0.690348
1994:12:23,0.676037
1994:12:24,0.660391
1994:12:25,0.643406
1994:12:26,0.625989
1994:12:27,0.608135
1994:12:28,0.589839
1994:12:29,0.571095
1994:12:30,0.551896
1994:12:31,0.532237
1995:01:01,0.512112
1995:01:02,0.492597
1995:01:03,0.473687
1995:01:04,0.455374
1995:01:05,0.437654
1995:01:06,0.420521
1995:01:07,0.40397
1995:01:08,0.387995
1995:01:09,0.37215
1995:01:10,0.356431
1995:01:11,0.340833
1995:01:12,0.32535
1995:01:13,0.309979
1995:01:14,0.294713
1995:01:15,0.279549
1995:01:16,0.263078
1995:01:17,0.245296
1995:01:18,0.226196
1995:01:19,0.205772
1995:01:20,0.184019
1995:01:21,0.160929
1995:01:22,0.136496
1995:01:23,0.111609
1995:01:24,0.0862625
1995:01:25,0.060447
1995:01:26,0.0341549
1995:01:27,0.00737778
1995:01:28,-0.0198926
1995:01:29,-0.0476649
1995:01:30,-0.075928
1995:01:31,-0.104691
1995:02:01,-0.133962
1995:02:02,-0.162
1995:02:03,-0.188815
1995:02:04,-0.214414
1995:02:05,-0.238805
1995:02:06,-0.260932
1995:02:07,-0.280802
1995:02:08,-0.298421
1995:02:09,-0.313795
1995:02:10,-0.326928
1995:02:11,-0.337825
1995:02:12,-0.346489
1995:02:13,-0.35421
1995:02:14,-0.36099
1995:02:15,-0.366831
1995:02:16,-0.371735
1995:02:17,-0.375703
1995:02:18,-0.378737
1995:02:19,-0.380839
1995:02:20,-0.382106
1995:02:21,-0.38254
1995:02:22,-0.382142
1995:02:23,-0.38091
1995:02:24,-0.378844
1995:02:25,-0.375945
1995:02:26,-0.37221
1995:02:27,-0.367193
1995:02:28,-0.360892
1995:03:01,-0.353306
1995:03:02,-0.34634
1995:03:03,-0.339992
1995:03:04,-0.33426
1995:03:05,-0.329143
1995:03:06,-0.324403
1995:03:07,-0.32004
1995:03:08,-0.316052
1995:03:09,-0.312438
1995:03:10,-0.309197
1995:03:11,-0.306327
1995:03:12,-0.303829
1995:03:13,-0.302231
1995:03:14,-0.301531
1995:03:15,-0.301732
1995:03:16,-0.302831
1995:03:17,-0.30483
1995:03:18,-0.307729
1995:03:19,-0.311529
1995:03:20,-0.316557
1995:03:21,-0.322814
1995:03:22,-0.330302
1995:03:23,-0.339023
1995:03:24,-0.348981
1995:03:25,-0.360178
1995:03:26,-0.372618
1995:03:27,-0.385697
1995:03:28,-0.399419
1995:03:29,-0.413789
1995:03:30,-0.428812
1995:03:31,-0.444491
1995:04:01,-0.460832
1995:04:02,-0.476217
1995:04:03,-0.490251
1995:04:04,-0.502939
1995:04:05,-0.514284
1995:04:06,-0.524292
1995:04:07,-0.532963
1995:04:08,-0.540302
1995:04:09,-0.546311
1995:04:10,-0.551161
1995:04:11,-0.554855
1995:04:12,-0.557392
1995:04:13,-0.558775
1995:04:14,-0.559003
1995:04:15,-0.558076
1995:04:16,-0.555995
1995:04:17,-0.553379
1995:04:18,-0.550228
1995:04:19,-0.546539
1995:04:20,-0.542313
1995:04:21,-0.537548
1995:04:22,-0.532242
1995:04:23,-0.526394
1995:04:24,-0.51901
1995:04:25,-0.510087
1995:04:26,-0.499623
1995:04:27,-0.487615
1995:04:28,-0.474058
1995:04:29,-0.458949
1995:04:30,-0.442282
1995:05:01,-0.424787
1995:05:02,-0.407415
1995:05:03,-0.390161
1995:05:04,-0.37302
1995:05:05,-0.355987
1995:05:06,-0.339056
1995:05:07,-0.322222
1995:05:08,-0.305331
1995:05:09,-0.288376
1995:05:10,-0.271354
1995:05:11,-0.254258
1995:05:12,-0.237083
1995:05:13,-0.219824
1995:05:14,-0.202476
1995:05:15,-0.184607
1995:05:16,-0.166213
1995:05:17,-0.147287
1995:05:18,-0.127824
1995:05:19,-0.107818
1995:05:20,-0.0872621
1995:05:21,-0.0661499
1995:05:22,-0.0450747
1995:05:23,-0.02403
1995:05:24,-0.00300918
1995:05:25,0.0179944
1995:05:26,0.0389874
1995:05:27,0.0599764
1995:05:28,0.0809679
1995:05:29,0.101576
1995:05:30,0.121806
1995:05:31,0.141666
1995:06:01,0.161161
1995:06:02,0.178055
1995:06:03,0.192353
1995:06:04,0.20406
1995:06:05,0.213941
1995:06:06,0.222
1995:06:07,0.228239
1995:06:08,0.232661
1995:06:09,0.235266
1995:06:10,0.236056
1995:06:11,0.235031
1995:06:12,0.232467
1995:06:13,0.228365
1995:06:14,0.222721
1995:06:15,0.215536
1995:06:16,0.206806
1995:06:17,0.196529
1995:06:18,0.184701
1995:06:19,0.169921
1995:06:20,0.152186
1995:06:21,0.131488
1995:06:22,0.107822
1995:06:23,0.0811797
1995:06:24,0.0515534
1995:06:25,0.0189335
1995:06:26,-0.0159767
1995:06:27,-0.0531882
1995:06:28,-0.0927128
1995:06:29,-0.134563
1995:06:30,-0.178752
1995:07:01,-0.225293
1995:07:02,-0.268543
1995:07:03,-0.307651
1995:07:04,-0.342628
1995:07:05,-0.373485
1995:07:06,-0.400231
1995:07:07,-0.422876
1995:07:08,-0.441427
1995:07:09,-0.455889
1995:07:10,-0.466256
1995:07:11,-0.472532
1995:07:12,-0.474719
1995:07:13,-0.472818
1995:07:14,-0.466827
1995:07:15,-0.456746
1995:07:16,-0.44257
1995:07:17,-0.424985
1995:07:18,-0.403983
1995:07:19,-0.379559
1995:07:20,-0.351706
1995:07:21,-0.320413
1995:07:22,-0.285672
1995:07:23,-0.247471
1995:07:24,-0.207573
1995:07:25,-0.165965
1995:07:26,-0.122634
1995:07:27,-0.0775669
1995:07:28,-0.0307487
1995:07:29,0.0178349
1995:07:30,0.0681993
1995:07:31,0.122113
1995:08:01,0.179594
1995:08:02,0.234218
1995:08:03,0.286002
1995:08:04,0.334963
1995:08:05,0.381117
1995:08:06,0.424477
1995:08:07,0.465185
1995:08:08,0.503254
1995:08:09,0.538697
1995:08:10,0.571525
1995:08:11,0.601747
1995:08:12,0.629373
1995:08:13,0.654412
1995:08:14,0.677213
1995:08:15,0.697783
1995:08:16,0.716128
1995:08:17,0.732255
1995:08:18,0.746169
1995:08:19,0.757873
1995:08:20,0.767371
1995:08:21,0.774145
1995:08:22,0.778195
1995:08:23,0.779525
1995:08:24,0.778133
1995:08:25,0.77402
1995:08:26,0.767184
1995:08:27,0.757623
1995:08:28,0.745276
1995:08:29,0.73014
1995:08:30,0.71221
1995:08:31,0.69148
1995:09:01,0.667944
1995:09:02,0.64424
1995:09:03,0.620361
1995:09:04,0.597179
1995:09:05,0.574685
1995:09:06,0.552874
1995:09:07,0.531738
1995:09:08,0.51127
1995:09:09,0.491465
1995:09:10,0.472315
1995:09:11,0.453323
1995:09:12,0.434482
1995:09:13,0.415786
1995:09:14,0.39723
1995:09:15,0.378807
1995:09:16,0.360512
1995:09:17,0.342339
1995:09:18,0.323007
1995:09:19,0.30251
1995:09:20,0.280841
1995:09:21,0.257994
1995:09:22,0.233961
1995:09:23,0.208735
1995:09:24,0.182308
1995:09:25,0.155748
1995:09:26,0.129047
1995:09:27,0.102197
1995:09:28,0.0751883
1995:09:29,0.0480133
1995:09:30,0.0206633
1995:10:01,-0.00687029
1995:10:02,-0.0323174
1995:10:03,-0.0556861
1995:10:04,-0.0769837
1995:10:05,-0.096217
1995:10:06,-0.113392
1995:10:07,-0.128514
1995:10:08,-0.141587
1995:10:09,-0.153688
1995:10:10,-0.16482
1995:10:11,-0.174987
1995:10:12,-0.184191
1995:10:13,-0.192435
1995:10:14,-0.199723
1995:10:15,-0.206056
1995:10:16,-0.211359
1995:10:17,-0.215633
1995:10:18,-0.218878
1995:10:19,-0.221098
1995:10:20,-0.222291
1995:10:21,-0.222458
1995:10:22,-0.2216
1995:10:23,-0.219086
1995:10:24,-0.214916
1995:10:25,-0.209088
1995:10:26,-0.2016
1995:10:27,-0.19245
1995:10:28,-0.181636
1995:10:29,-0.169153
1995:10:30,-0.155334
1995:10:31,-0.140175
1995:11:01,-0.123672
1995:11:02,-0.107489
1995:11:03,-0.0916234
1995:11:04,-0.0760687
1995:11:05,-0.0608204
1995:11:06,-0.0464443
1995:11:07,-0.032936
1995:11:08,-0.0202912
1995:11:09,-0.00850589
1995:11:10,0.00242357
1995:11:11,0.0125006
1995:11:12,0.0217285
1995:11:13,0.0309639
1995:11:14,0.0402098
1995:11:15,0.0494691
1995:11:16,0.0587447
1995:11:17,0.0680395
1995:11:18,0.0773564
1995:11:19,0.0866984
1995:11:20,0.0956816
1995:11:21,0.104309
1995:11:22,0.112583
1995:11:23,0.120506
1995:11:24,0.128081
1995:11:25,0.135311
1995:11:26,0.142197
1995:11:27,0.148476
1995:11:28,0.154151
1995:11:29,0.159223
1995:11:30,0.163693
1995:12:01,0.167564
1995:12:02,0.169952
1995:12:03,0.17086
1995:12:04,0.16933
1995:12:05,0.165361
1995:12:06,0.158953
1995:12:07,0.150103
1995:12:08,0.138808
1995:12:09,0.125066
1995:12:10,0.108871
1995:12:11,0.0926098
1995:12:12,0.0762781
1995:12:13,0.0598703
1995:12:14,0.0433813
1995:12:15,0.026806
1995:12:16,0.010139
1995:12:17,-0.00662471
1995:12:18,-0.0246448
1995:12:19,-0.0439269
1995:12:20,-0.064477
1995:12:21,-0.0863017
1995:12:22,-0.109408
1995:12:23,-0.133802
1995:12:24,-0.159493
1995:12:25,-0.187233
1995:12:26,-0.217031
1995:12:27,-0.248896
1995:12:28,-0.282839
1995:12:29,-0.318869
1995:12:30,-0.356998
1995:12:31,-0.397238
1996:01:01,-0.438886
1996:01:02,-0.476954
1996:01:03,-0.511453
1996:01:04,-0.542396
1996:01:05,-0.569791
1996:01:06,-0.593647
1996:01:07,-0.613972
1996:01:08,-0.632144
1996:01:09,-0.648169
1996:01:10,-0.662051
1996:01:11,-0.673796
1996:01:12,-0.683406
1996:01:13,-0.690884
1996:01:14,-0.696234
1996:01:15,-0.694524
1996:01:16,-0.685754
1996:01:17,-0.669921
